"state","gender","ui","ui_sd","regex","regex_sd","bert","bert_sd","ui_dist","regex_dist","bert_dist","ui_sd_dist","regex_sd_dist","bert_sd_dist","regex_kl","bert_kl"
"US","female",6276723,14222.3893139314,0.0807393398970024,0.000309250972596049,22808.4166666667,361.767205249668,0.475356015866701,0.451551161721928,0.475451868708363,0.0268627940681367,0.0198070716554403,0.0231332491203337,0.0244215811888044,-9.58431788704794e-05
"US","male",6927534,11849.2275146133,0.098065071964356,0.000449857860018366,25163.6666666667,409.99680975405,0.524643984133299,0.548448838278072,0.524548131291637,0.0223804419613072,0.0288127367663472,0.0262172972037001,-0.0232806007149688,9.58615989212467e-05
