"state","age","ui","ui_sd","regex","regex_sd","bert","bert_sd","ui_dist","regex_dist","bert_dist","ui_sd_dist","regex_sd_dist","bert_sd_dist","regex_kl","bert_kl"
"US","lt20",1056261,1980.23092337762,0.0979101336458587,0.000448869154789842,18304.5,292.854237582463,0.123566612970586,0.274504507267026,0.190810013499356,0.00830730756090726,0.0190763149840345,0.0128345043036371,-0.0986293004102955,-0.0536894279582418
"US","2030",2022405,4091.606295119,0.0491030654498914,0.000238660629222333,18593.5,314.291730345765,0.236590895531293,0.137667188111259,0.193822611161205,0.0171647819001441,0.0101427449151962,0.0137740146737143,0.128112403310312,0.0471736469274281
"US","3040",3165060,5958.27919041153,0.0949873803640651,0.000446122217152809,29365.5,482.911115109422,0.370264304039138,0.266310167012279,0.306112237505277,0.0249956998369039,0.0189595739537223,0.0211638555627894,0.122022606369982,0.070448434790824
"US","gt40",2304384,3646.9210966442,0.114678932365527,0.000468390930483106,29667,467.700616031226,0.269578187458982,0.321518137609436,0.309255137834161,0.0152992738586818,0.0199059633084927,0.0204972467491655,-0.0474984605506893,-0.0370152838917424
