"state","date","week","iclaimnsa","year","iso2"
"AK",1986-02-15,7,2048,1986,"US"
"AK",1986-02-22,8,1635,1986,"US"
"AK",1986-03-01,9,1818,1986,"US"
"AK",1986-03-08,10,2257,1986,"US"
"AK",1986-03-15,11,2005,1986,"US"
"AK",1986-03-22,12,1737,1986,"US"
"AK",1986-03-29,13,1585,1986,"US"
"AK",1986-04-05,14,2285,1986,"US"
"AK",1986-04-12,15,2230,1986,"US"
"AK",1986-04-19,16,1952,1986,"US"
"AK",1986-04-26,17,1971,1986,"US"
"AK",1986-05-03,18,1746,1986,"US"
"AK",1986-05-10,19,1846,1986,"US"
"AK",1986-05-17,20,1822,1986,"US"
"AK",1986-05-24,21,1735,1986,"US"
"AK",1986-05-31,22,1159,1986,"US"
"AK",1986-06-07,23,2095,1986,"US"
"AK",1986-06-14,24,1857,1986,"US"
"AK",1986-06-21,25,1630,1986,"US"
"AK",1986-06-28,26,2088,1986,"US"
"AK",1986-07-05,27,1639,1986,"US"
"AK",1986-07-12,28,2191,1986,"US"
"AK",1986-07-19,29,2191,1986,"US"
"AK",1986-07-26,30,1464,1986,"US"
"AK",1986-08-02,31,1524,1986,"US"
"AK",1986-08-09,32,1443,1986,"US"
"AK",1986-08-16,33,1375,1986,"US"
"AK",1986-08-23,34,1488,1986,"US"
"AK",1986-08-30,35,1681,1986,"US"
"AK",1986-09-06,36,1291,1986,"US"
"AK",1986-09-13,37,1771,1986,"US"
"AK",1986-09-20,38,1745,1986,"US"
"AK",1986-09-27,39,1667,1986,"US"
"AK",1986-10-04,40,1989,1986,"US"
"AK",1986-10-11,41,1976,1986,"US"
"AK",1986-10-18,42,1702,1986,"US"
"AK",1986-10-25,43,2084,1986,"US"
"AK",1986-11-01,44,2000,1986,"US"
"AK",1986-11-08,45,2187,1986,"US"
"AK",1986-11-15,46,1837,1986,"US"
"AK",1986-11-22,47,1999,1986,"US"
"AK",1986-11-29,48,1639,1986,"US"
"AK",1986-12-06,49,2011,1986,"US"
"AK",1986-12-13,50,1773,1986,"US"
"AK",1986-12-20,51,1811,1986,"US"
"AK",1986-12-27,52,1550,1986,"US"
"AK",1987-01-03,1,1748,1987,"US"
"AK",1987-01-10,2,2749,1987,"US"
"AK",1987-01-17,3,2189,1987,"US"
"AK",1987-01-24,4,1659,1987,"US"
"AK",1987-01-31,5,2052,1987,"US"
"AK",1987-02-07,6,2244,1987,"US"
"AK",1987-02-14,7,1767,1987,"US"
"AK",1987-02-21,8,1684,1987,"US"
"AK",1987-02-28,9,1827,1987,"US"
"AK",1987-03-07,10,1650,1987,"US"
"AK",1987-03-14,11,1605,1987,"US"
"AK",1987-03-21,12,1579,1987,"US"
"AK",1987-03-28,13,1312,1987,"US"
"AK",1987-04-04,14,1857,1987,"US"
"AK",1987-04-11,15,1848,1987,"US"
"AK",1987-04-18,16,1826,1987,"US"
"AK",1987-04-25,17,1433,1987,"US"
"AK",1987-05-02,18,1432,1987,"US"
"AK",1987-05-09,19,1301,1987,"US"
"AK",1987-05-16,20,1666,1987,"US"
"AK",1987-05-23,21,1416,1987,"US"
"AK",1987-05-30,22,1280,1987,"US"
"AK",1987-06-06,23,1943,1987,"US"
"AK",1987-06-13,24,1737,1987,"US"
"AK",1987-06-20,25,1455,1987,"US"
"AK",1987-06-27,26,1283,1987,"US"
"AK",1987-07-04,27,1272,1987,"US"
"AK",1987-07-11,28,1591,1987,"US"
"AK",1987-07-18,29,1282,1987,"US"
"AK",1987-07-25,30,1046,1987,"US"
"AK",1987-08-01,31,1132,1987,"US"
"AK",1987-08-08,32,1137,1987,"US"
"AK",1987-08-15,33,1087,1987,"US"
"AK",1987-08-22,34,1022,1987,"US"
"AK",1987-08-29,35,1099,1987,"US"
"AK",1987-09-05,36,1149,1987,"US"
"AK",1987-09-12,37,1028,1987,"US"
"AK",1987-09-19,38,1345,1987,"US"
"AK",1987-09-26,39,1362,1987,"US"
"AK",1987-10-03,40,1599,1987,"US"
"AK",1987-10-10,41,1759,1987,"US"
"AK",1987-10-17,42,1706,1987,"US"
"AK",1987-10-24,43,1490,1987,"US"
"AK",1987-10-31,44,1731,1987,"US"
"AK",1987-11-14,46,1407,1987,"US"
"AK",1987-11-21,47,1802,1987,"US"
"AK",1987-11-28,48,1272,1987,"US"
"AK",1987-12-05,49,1597,1987,"US"
"AK",1987-12-12,50,1550,1987,"US"
"AK",1987-12-19,51,1489,1987,"US"
"AK",1987-12-26,52,1406,1987,"US"
"AK",1988-01-02,1,1317,1988,"US"
"AK",1988-01-09,2,2676,1988,"US"
"AK",1988-01-16,3,2286,1988,"US"
"AK",1988-01-23,4,1732,1988,"US"
"AK",1988-01-30,5,1599,1988,"US"
"AK",1988-02-06,6,1781,1988,"US"
"AK",1988-02-13,7,1825,1988,"US"
"AK",1988-02-20,8,1499,1988,"US"
"AK",1988-02-27,9,1653,1988,"US"
"AK",1988-03-05,10,1491,1988,"US"
"AK",1988-03-12,11,1310,1988,"US"
"AK",1988-03-19,12,1172,1988,"US"
"AK",1988-03-26,13,1184,1988,"US"
"AK",1988-04-02,14,1294,1988,"US"
"AK",1988-04-09,15,1822,1988,"US"
"AK",1988-04-16,16,1690,1988,"US"
"AK",1988-04-23,17,1450,1988,"US"
"AK",1988-04-30,18,1286,1988,"US"
"AK",1988-05-07,19,1347,1988,"US"
"AK",1988-05-14,20,1298,1988,"US"
"AK",1988-05-21,21,1218,1988,"US"
"AK",1988-05-28,22,1170,1988,"US"
"AK",1988-06-04,23,1226,1988,"US"
"AK",1988-06-11,24,1437,1988,"US"
"AK",1988-06-18,25,1163,1988,"US"
"AK",1988-06-25,26,985,1988,"US"
"AK",1988-07-02,27,1181,1988,"US"
"AK",1988-07-09,28,970,1988,"US"
"AK",1988-07-16,29,1116,1988,"US"
"AK",1988-07-23,30,909,1988,"US"
"AK",1988-07-30,31,1093,1988,"US"
"AK",1988-08-06,32,1103,1988,"US"
"AK",1988-08-13,33,1001,1988,"US"
"AK",1988-08-20,34,895,1988,"US"
"AK",1988-08-27,35,888,1988,"US"
"AK",1988-09-03,36,1076,1988,"US"
"AK",1988-09-10,37,787,1988,"US"
"AK",1988-09-17,38,1023,1988,"US"
"AK",1988-09-24,39,1015,1988,"US"
"AK",1988-10-01,40,817,1988,"US"
"AK",1988-10-08,41,1710,1988,"US"
"AK",1988-10-15,42,1607,1988,"US"
"AK",1988-10-22,43,1500,1988,"US"
"AK",1988-10-29,44,1860,1988,"US"
"AK",1988-11-05,45,1592,1988,"US"
"AK",1988-11-12,46,1282,1988,"US"
"AK",1988-11-19,47,1579,1988,"US"
"AK",1988-11-26,48,1192,1988,"US"
"AK",1988-12-03,49,1559,1988,"US"
"AK",1988-12-10,50,1389,1988,"US"
"AK",1988-12-17,51,1377,1988,"US"
"AK",1988-12-24,52,1502,1988,"US"
"AK",1988-12-31,53,1025,1988,"US"
"AK",1989-01-07,2,1722,1989,"US"
"AK",1989-01-14,3,2222,1989,"US"
"AK",1989-01-21,4,1554,1989,"US"
"AK",1989-01-28,5,1781,1989,"US"
"AK",1989-02-04,6,1443,1989,"US"
"AK",1989-02-11,7,1700,1989,"US"
"AK",1989-02-18,8,1551,1989,"US"
"AK",1989-02-25,9,1144,1989,"US"
"AK",1989-03-04,10,1349,1989,"US"
"AK",1989-03-11,11,1298,1989,"US"
"AK",1989-03-18,12,1242,1989,"US"
"AK",1989-03-25,13,1151,1989,"US"
"AK",1989-04-01,14,896,1989,"US"
"AK",1989-04-08,15,1773,1989,"US"
"AK",1989-04-15,16,1344,1989,"US"
"AK",1989-04-22,17,1222,1989,"US"
"AK",1989-04-29,18,1063,1989,"US"
"AK",1989-05-06,19,1169,1989,"US"
"AK",1989-05-13,20,957,1989,"US"
"AK",1989-05-20,21,961,1989,"US"
"AK",1989-05-27,22,957,1989,"US"
"AK",1989-06-03,23,902,1989,"US"
"AK",1989-06-10,24,1094,1989,"US"
"AK",1989-06-17,25,1033,1989,"US"
"AK",1989-06-24,26,777,1989,"US"
"AK",1989-07-01,27,885,1989,"US"
"AK",1989-07-08,28,915,1989,"US"
"AK",1989-07-15,29,996,1989,"US"
"AK",1989-07-22,30,753,1989,"US"
"AK",1989-07-29,31,1006,1989,"US"
"AK",1989-08-05,32,839,1989,"US"
"AK",1989-08-12,33,780,1989,"US"
"AK",1989-08-19,34,751,1989,"US"
"AK",1989-08-26,35,770,1989,"US"
"AK",1989-09-02,36,1032,1989,"US"
"AK",1989-09-09,37,908,1989,"US"
"AK",1989-09-16,38,940,1989,"US"
"AK",1989-09-23,39,1083,1989,"US"
"AK",1989-09-30,40,1143,1989,"US"
"AK",1989-10-07,41,1812,1989,"US"
"AK",1989-10-14,42,1432,1989,"US"
"AK",1989-10-21,43,1384,1989,"US"
"AK",1989-10-28,44,1970,1989,"US"
"AK",1989-11-04,45,1061,1989,"US"
"AK",1989-11-11,46,1197,1989,"US"
"AK",1989-11-18,47,1973,1989,"US"
"AK",1989-11-25,48,1193,1989,"US"
"AK",1989-12-02,49,1643,1989,"US"
"AK",1989-12-09,50,1453,1989,"US"
"AK",1989-12-16,51,1177,1989,"US"
"AK",1989-12-23,52,1379,1989,"US"
"AK",1989-12-30,53,937,1989,"US"
"AK",1990-01-06,1,2213,1990,"US"
"AK",1990-01-13,2,2781,1990,"US"
"AK",1990-01-20,3,2134,1990,"US"
"AK",1990-01-27,4,1839,1990,"US"
"AK",1990-02-03,5,1760,1990,"US"
"AK",1990-02-10,6,1919,1990,"US"
"AK",1990-02-17,7,1811,1990,"US"
"AK",1990-02-24,8,1241,1990,"US"
"AK",1990-03-03,9,1730,1990,"US"
"AK",1990-03-10,10,1584,1990,"US"
"AK",1990-03-17,11,1331,1990,"US"
"AK",1990-03-24,12,1288,1990,"US"
"AK",1990-03-31,13,1059,1990,"US"
"AK",1990-04-07,14,1766,1990,"US"
"AK",1990-04-14,15,1424,1990,"US"
"AK",1990-04-21,16,1403,1990,"US"
"AK",1990-04-28,17,1226,1990,"US"
"AK",1990-05-05,18,1343,1990,"US"
"AK",1990-05-12,19,1494,1990,"US"
"AK",1990-05-19,20,1453,1990,"US"
"AK",1990-05-26,21,1236,1990,"US"
"AK",1990-06-02,22,1119,1990,"US"
"AK",1990-06-09,23,1132,1990,"US"
"AK",1990-06-16,24,1049,1990,"US"
"AK",1990-06-23,25,1119,1990,"US"
"AK",1990-06-30,26,994,1990,"US"
"AK",1990-07-07,27,1094,1990,"US"
"AK",1990-07-14,28,1163,1990,"US"
"AK",1990-07-21,29,1202,1990,"US"
"AK",1990-07-28,30,1104,1990,"US"
"AK",1990-08-04,31,956,1990,"US"
"AK",1990-08-11,32,917,1990,"US"
"AK",1990-08-18,33,1067,1990,"US"
"AK",1990-08-25,34,1069,1990,"US"
"AK",1990-09-01,35,992,1990,"US"
"AK",1990-09-08,36,974,1990,"US"
"AK",1990-09-15,37,1339,1990,"US"
"AK",1990-09-22,38,1213,1990,"US"
"AK",1990-09-29,39,1135,1990,"US"
"AK",1990-10-06,40,2299,1990,"US"
"AK",1990-10-13,41,1943,1990,"US"
"AK",1990-10-20,42,1640,1990,"US"
"AK",1990-10-27,43,1997,1990,"US"
"AK",1990-11-03,44,1966,1990,"US"
"AK",1990-11-10,45,1698,1990,"US"
"AK",1990-11-17,46,1669,1990,"US"
"AK",1990-11-24,47,1658,1990,"US"
"AK",1990-12-01,48,1932,1990,"US"
"AK",1990-12-08,49,1700,1990,"US"
"AK",1990-12-15,50,1526,1990,"US"
"AK",1990-12-22,51,1688,1990,"US"
"AK",1990-12-29,52,1301,1990,"US"
"AK",1991-01-05,1,2038,1991,"US"
"AK",1991-01-12,2,2824,1991,"US"
"AK",1991-01-19,3,2103,1991,"US"
"AK",1991-01-26,4,1895,1991,"US"
"AK",1991-02-02,5,1965,1991,"US"
"AK",1991-02-09,6,2299,1991,"US"
"AK",1991-02-16,7,1540,1991,"US"
"AK",1991-02-23,8,1760,1991,"US"
"AK",1991-03-02,9,1915,1991,"US"
"AK",1991-03-09,10,1758,1991,"US"
"AK",1991-03-16,11,1687,1991,"US"
"AK",1991-03-23,12,1616,1991,"US"
"AK",1991-03-30,13,1393,1991,"US"
"AK",1991-04-06,14,2103,1991,"US"
"AK",1991-04-13,15,1662,1991,"US"
"AK",1991-04-20,16,1807,1991,"US"
"AK",1991-04-27,17,1570,1991,"US"
"AK",1991-05-04,18,1723,1991,"US"
"AK",1991-05-11,19,1713,1991,"US"
"AK",1991-05-18,20,1697,1991,"US"
"AK",1991-05-25,21,1438,1991,"US"
"AK",1991-06-01,22,1233,1991,"US"
"AK",1991-06-08,23,1667,1991,"US"
"AK",1991-06-15,24,1316,1991,"US"
"AK",1991-06-22,25,1335,1991,"US"
"AK",1991-06-29,26,1182,1991,"US"
"AK",1991-07-06,27,1582,1991,"US"
"AK",1991-07-13,28,1594,1991,"US"
"AK",1991-07-20,29,1466,1991,"US"
"AK",1991-07-27,30,1363,1991,"US"
"AK",1991-08-03,31,1326,1991,"US"
"AK",1991-08-10,32,1209,1991,"US"
"AK",1991-08-17,33,1148,1991,"US"
"AK",1991-08-24,34,1222,1991,"US"
"AK",1991-08-31,35,1310,1991,"US"
"AK",1991-09-07,36,1244,1991,"US"
"AK",1991-09-14,37,1681,1991,"US"
"AK",1991-09-21,38,1523,1991,"US"
"AK",1991-09-28,39,1536,1991,"US"
"AK",1991-10-05,40,2432,1991,"US"
"AK",1991-10-12,41,2194,1991,"US"
"AK",1991-10-19,42,1568,1991,"US"
"AK",1991-10-26,43,2197,1991,"US"
"AK",1991-11-02,44,2607,1991,"US"
"AK",1991-11-09,45,2256,1991,"US"
"AK",1991-11-16,46,1905,1991,"US"
"AK",1991-11-23,47,2001,1991,"US"
"AK",1991-11-30,48,1700,1991,"US"
"AK",1991-12-07,49,1935,1991,"US"
"AK",1991-12-14,50,1996,1991,"US"
"AK",1991-12-21,51,2297,1991,"US"
"AK",1991-12-28,52,1717,1991,"US"
"AK",1992-01-04,1,2695,1992,"US"
"AK",1992-01-11,2,3017,1992,"US"
"AK",1992-01-18,3,2458,1992,"US"
"AK",1992-01-25,4,2345,1992,"US"
"AK",1992-02-01,5,2380,1992,"US"
"AK",1992-02-08,6,2211,1992,"US"
"AK",1992-02-15,7,1731,1992,"US"
"AK",1992-02-22,8,1525,1992,"US"
"AK",1992-02-29,9,1739,1992,"US"
"AK",1992-03-07,10,2081,1992,"US"
"AK",1992-03-14,11,2088,1992,"US"
"AK",1992-03-21,12,1717,1992,"US"
"AK",1992-03-28,13,1841,1992,"US"
"AK",1992-04-04,14,2362,1992,"US"
"AK",1992-04-11,15,2437,1992,"US"
"AK",1992-04-18,16,2342,1992,"US"
"AK",1992-04-25,17,2026,1992,"US"
"AK",1992-05-02,18,1758,1992,"US"
"AK",1992-05-09,19,1713,1992,"US"
"AK",1992-05-16,20,1652,1992,"US"
"AK",1992-05-23,21,1848,1992,"US"
"AK",1992-05-30,22,1376,1992,"US"
"AK",1992-06-06,23,1887,1992,"US"
"AK",1992-06-13,24,2065,1992,"US"
"AK",1992-06-20,25,1768,1992,"US"
"AK",1992-06-27,26,1624,1992,"US"
"AK",1992-07-04,27,1361,1992,"US"
"AK",1992-07-11,28,1872,1992,"US"
"AK",1992-07-18,29,1562,1992,"US"
"AK",1992-07-25,30,1676,1992,"US"
"AK",1992-08-01,31,1228,1992,"US"
"AK",1992-08-08,32,1408,1992,"US"
"AK",1992-08-15,33,1422,1992,"US"
"AK",1992-08-22,34,1517,1992,"US"
"AK",1992-08-29,35,1276,1992,"US"
"AK",1992-09-05,36,1678,1992,"US"
"AK",1992-09-12,37,1113,1992,"US"
"AK",1992-09-19,38,1761,1992,"US"
"AK",1992-09-26,39,1536,1992,"US"
"AK",1992-10-03,40,1677,1992,"US"
"AK",1992-10-10,41,2489,1992,"US"
"AK",1992-10-17,42,2288,1992,"US"
"AK",1992-10-24,43,1822,1992,"US"
"AK",1992-10-31,44,2214,1992,"US"
"AK",1992-11-07,45,2143,1992,"US"
"AK",1992-11-14,46,1465,1992,"US"
"AK",1992-11-21,47,2116,1992,"US"
"AK",1992-11-28,48,1297,1992,"US"
"AK",1992-12-05,49,1692,1992,"US"
"AK",1992-12-12,50,1512,1992,"US"
"AK",1992-12-19,51,1697,1992,"US"
"AK",1992-12-26,52,1413,1992,"US"
"AK",1993-01-02,1,1587,1993,"US"
"AK",1993-01-09,2,2402,1993,"US"
"AK",1993-01-16,3,2041,1993,"US"
"AK",1993-01-23,4,1922,1993,"US"
"AK",1993-01-30,5,2331,1993,"US"
"AK",1993-02-06,6,1882,1993,"US"
"AK",1993-02-13,7,1790,1993,"US"
"AK",1993-02-20,8,1488,1993,"US"
"AK",1993-02-27,9,1911,1993,"US"
"AK",1993-03-06,10,1621,1993,"US"
"AK",1993-03-13,11,1699,1993,"US"
"AK",1993-03-20,12,1626,1993,"US"
"AK",1993-03-27,13,1467,1993,"US"
"AK",1993-04-03,14,1868,1993,"US"
"AK",1993-04-10,15,2234,1993,"US"
"AK",1993-04-17,16,2012,1993,"US"
"AK",1993-04-24,17,2090,1993,"US"
"AK",1993-05-01,18,1852,1993,"US"
"AK",1993-05-08,19,1774,1993,"US"
"AK",1993-05-15,20,1486,1993,"US"
"AK",1993-05-22,21,1248,1993,"US"
"AK",1993-05-29,22,1581,1993,"US"
"AK",1993-06-05,23,1302,1993,"US"
"AK",1993-06-12,24,1574,1993,"US"
"AK",1993-06-19,25,1578,1993,"US"
"AK",1993-06-26,26,1488,1993,"US"
"AK",1993-07-03,27,1361,1993,"US"
"AK",1993-07-10,28,1309,1993,"US"
"AK",1993-07-17,29,1420,1993,"US"
"AK",1993-07-24,30,1398,1993,"US"
"AK",1993-07-31,31,1386,1993,"US"
"AK",1993-08-07,32,1207,1993,"US"
"AK",1993-08-14,33,1182,1993,"US"
"AK",1993-08-21,34,1269,1993,"US"
"AK",1993-08-28,35,1249,1993,"US"
"AK",1993-09-04,36,1468,1993,"US"
"AK",1993-09-11,37,1317,1993,"US"
"AK",1993-09-18,38,1449,1993,"US"
"AK",1993-09-25,39,1435,1993,"US"
"AK",1993-10-02,40,1859,1993,"US"
"AK",1993-10-09,41,2295,1993,"US"
"AK",1993-10-16,42,2125,1993,"US"
"AK",1993-10-23,43,2095,1993,"US"
"AK",1993-10-30,44,2208,1993,"US"
"AK",1993-11-06,45,2121,1993,"US"
"AK",1993-11-13,46,1821,1993,"US"
"AK",1993-11-20,47,2173,1993,"US"
"AK",1993-11-27,48,1760,1993,"US"
"AK",1993-12-04,49,1871,1993,"US"
"AK",1993-12-11,50,1854,1993,"US"
"AK",1993-12-18,51,1941,1993,"US"
"AK",1993-12-25,52,1810,1993,"US"
"AK",1994-01-01,1,1486,1994,"US"
"AK",1994-01-08,2,2787,1994,"US"
"AK",1994-01-15,3,2299,1994,"US"
"AK",1994-01-22,4,2416,1994,"US"
"AK",1994-01-29,5,2223,1994,"US"
"AK",1994-02-05,6,2363,1994,"US"
"AK",1994-02-12,7,2055,1994,"US"
"AK",1994-02-19,8,2073,1994,"US"
"AK",1994-02-26,9,1614,1994,"US"
"AK",1994-03-05,10,1994,1994,"US"
"AK",1994-03-12,11,1962,1994,"US"
"AK",1994-03-19,12,1989,1994,"US"
"AK",1994-03-26,13,1955,1994,"US"
"AK",1994-04-02,14,1979,1994,"US"
"AK",1994-04-09,15,2427,1994,"US"
"AK",1994-04-16,16,2279,1994,"US"
"AK",1994-04-23,17,2430,1994,"US"
"AK",1994-04-30,18,1841,1994,"US"
"AK",1994-05-07,19,2082,1994,"US"
"AK",1994-05-14,20,1850,1994,"US"
"AK",1994-05-21,21,1645,1994,"US"
"AK",1994-05-28,22,1630,1994,"US"
"AK",1994-06-04,23,1526,1994,"US"
"AK",1994-06-11,24,1727,1994,"US"
"AK",1994-06-18,25,2028,1994,"US"
"AK",1994-06-25,26,1854,1994,"US"
"AK",1994-07-02,27,1916,1994,"US"
"AK",1994-07-09,28,1577,1994,"US"
"AK",1994-07-16,29,1735,1994,"US"
"AK",1994-07-23,30,1735,1994,"US"
"AK",1994-07-30,31,1735,1994,"US"
"AK",1994-08-06,32,3156,1994,"US"
"AK",1994-08-13,33,1912,1994,"US"
"AK",1994-08-20,34,1387,1994,"US"
"AK",1994-08-27,35,1825,1994,"US"
"AK",1994-09-03,36,1570,1994,"US"
"AK",1994-09-10,37,1181,1994,"US"
"AK",1994-09-17,38,1433,1994,"US"
"AK",1994-09-24,39,1597,1994,"US"
"AK",1994-10-01,40,3282,1994,"US"
"AK",1994-10-08,41,2001,1994,"US"
"AK",1994-10-15,42,2712,1994,"US"
"AK",1994-10-22,43,2276,1994,"US"
"AK",1994-10-29,44,2448,1994,"US"
"AK",1994-11-05,45,2269,1994,"US"
"AK",1994-11-12,46,1773,1994,"US"
"AK",1994-11-19,47,2152,1994,"US"
"AK",1994-11-26,48,1837,1994,"US"
"AK",1994-12-03,49,2194,1994,"US"
"AK",1994-12-10,50,2397,1994,"US"
"AK",1994-12-17,51,2046,1994,"US"
"AK",1994-12-24,52,2256,1994,"US"
"AK",1994-12-31,53,1565,1994,"US"
"AK",1995-01-07,2,2447,1995,"US"
"AK",1995-01-14,3,3025,1995,"US"
"AK",1995-01-21,4,2676,1995,"US"
"AK",1995-01-28,5,2709,1995,"US"
"AK",1995-02-04,6,2235,1995,"US"
"AK",1995-02-11,7,2400,1995,"US"
"AK",1995-02-18,8,2269,1995,"US"
"AK",1995-02-25,9,2157,1995,"US"
"AK",1995-03-04,10,2547,1995,"US"
"AK",1995-03-11,11,2076,1995,"US"
"AK",1995-03-18,12,2225,1995,"US"
"AK",1995-03-25,13,2121,1995,"US"
"AK",1995-04-01,14,2329,1995,"US"
"AK",1995-04-08,15,2391,1995,"US"
"AK",1995-04-15,16,2223,1995,"US"
"AK",1995-04-22,17,2403,1995,"US"
"AK",1995-04-29,18,1781,1995,"US"
"AK",1995-05-06,19,1981,1995,"US"
"AK",1995-05-13,20,2249,1995,"US"
"AK",1995-05-20,21,1972,1995,"US"
"AK",1995-05-27,22,1746,1995,"US"
"AK",1995-06-03,23,1569,1995,"US"
"AK",1995-06-10,24,2303,1995,"US"
"AK",1995-06-17,25,1889,1995,"US"
"AK",1995-06-24,26,2028,1995,"US"
"AK",1995-07-01,27,1835,1995,"US"
"AK",1995-07-08,28,1286,1995,"US"
"AK",1995-07-15,29,1668,1995,"US"
"AK",1995-07-22,30,1701,1995,"US"
"AK",1995-07-29,31,1395,1995,"US"
"AK",1995-08-05,32,1778,1995,"US"
"AK",1995-08-12,33,1300,1995,"US"
"AK",1995-08-19,34,1327,1995,"US"
"AK",1995-08-26,35,1222,1995,"US"
"AK",1995-09-02,36,1594,1995,"US"
"AK",1995-09-09,37,1508,1995,"US"
"AK",1995-09-16,38,1590,1995,"US"
"AK",1995-09-23,39,1535,1995,"US"
"AK",1995-09-30,40,1686,1995,"US"
"AK",1995-10-07,41,2272,1995,"US"
"AK",1995-10-14,42,2177,1995,"US"
"AK",1995-10-21,43,2150,1995,"US"
"AK",1995-10-28,44,2479,1995,"US"
"AK",1995-11-04,45,2489,1995,"US"
"AK",1995-11-11,46,1843,1995,"US"
"AK",1995-11-18,47,2164,1995,"US"
"AK",1995-11-25,48,1942,1995,"US"
"AK",1995-12-02,49,2541,1995,"US"
"AK",1995-12-09,50,2126,1995,"US"
"AK",1995-12-16,51,2349,1995,"US"
"AK",1995-12-23,52,2162,1995,"US"
"AK",1995-12-30,53,1838,1995,"US"
"AK",1996-01-06,1,2897,1996,"US"
"AK",1996-01-13,2,3191,1996,"US"
"AK",1996-01-20,3,2378,1996,"US"
"AK",1996-01-27,4,2530,1996,"US"
"AK",1996-02-03,5,2257,1996,"US"
"AK",1996-02-10,6,2370,1996,"US"
"AK",1996-02-17,7,2396,1996,"US"
"AK",1996-02-24,8,1893,1996,"US"
"AK",1996-03-02,9,2338,1996,"US"
"AK",1996-03-09,10,2095,1996,"US"
"AK",1996-03-16,11,2177,1996,"US"
"AK",1996-03-23,12,2166,1996,"US"
"AK",1996-03-30,13,2296,1996,"US"
"AK",1996-04-06,14,2760,1996,"US"
"AK",1996-04-13,15,2040,1996,"US"
"AK",1996-04-20,16,2255,1996,"US"
"AK",1996-04-27,17,1832,1996,"US"
"AK",1996-05-04,18,1919,1996,"US"
"AK",1996-05-11,19,1749,1996,"US"
"AK",1996-05-18,20,1771,1996,"US"
"AK",1996-05-25,21,1831,1996,"US"
"AK",1996-06-01,22,1493,1996,"US"
"AK",1996-06-08,23,1875,1996,"US"
"AK",1996-06-15,24,1832,1996,"US"
"AK",1996-06-22,25,1541,1996,"US"
"AK",1996-06-29,26,1486,1996,"US"
"AK",1996-07-06,27,1550,1996,"US"
"AK",1996-07-13,28,1829,1996,"US"
"AK",1996-07-20,29,1378,1996,"US"
"AK",1996-07-27,30,1430,1996,"US"
"AK",1996-08-03,31,1468,1996,"US"
"AK",1996-08-10,32,1556,1996,"US"
"AK",1996-08-17,33,1482,1996,"US"
"AK",1996-08-24,34,1463,1996,"US"
"AK",1996-08-31,35,1296,1996,"US"
"AK",1996-09-07,36,1196,1996,"US"
"AK",1996-09-14,37,1759,1996,"US"
"AK",1996-09-21,38,1933,1996,"US"
"AK",1996-09-28,39,1785,1996,"US"
"AK",1996-10-05,40,2235,1996,"US"
"AK",1996-10-12,41,2036,1996,"US"
"AK",1996-10-19,42,1643,1996,"US"
"AK",1996-10-26,43,2565,1996,"US"
"AK",1996-11-02,44,2201,1996,"US"
"AK",1996-11-09,45,2249,1996,"US"
"AK",1996-11-16,46,2017,1996,"US"
"AK",1996-11-23,47,2255,1996,"US"
"AK",1996-11-30,48,1795,1996,"US"
"AK",1996-12-07,49,2201,1996,"US"
"AK",1996-12-14,50,2148,1996,"US"
"AK",1996-12-21,51,1842,1996,"US"
"AK",1996-12-28,52,1698,1996,"US"
"AK",1997-01-04,1,2103,1997,"US"
"AK",1997-01-11,2,3427,1997,"US"
"AK",1997-01-18,3,2681,1997,"US"
"AK",1997-01-25,4,1962,1997,"US"
"AK",1997-02-01,5,2538,1997,"US"
"AK",1997-02-08,6,2271,1997,"US"
"AK",1997-02-15,7,2203,1997,"US"
"AK",1997-02-22,8,1854,1997,"US"
"AK",1997-03-01,9,2156,1997,"US"
"AK",1997-03-08,10,2016,1997,"US"
"AK",1997-03-15,11,2050,1997,"US"
"AK",1997-03-22,12,2131,1997,"US"
"AK",1997-03-29,13,2149,1997,"US"
"AK",1997-04-05,14,2271,1997,"US"
"AK",1997-04-12,15,2426,1997,"US"
"AK",1997-04-19,16,2146,1997,"US"
"AK",1997-04-26,17,2019,1997,"US"
"AK",1997-05-03,18,1999,1997,"US"
"AK",1997-05-10,19,1729,1997,"US"
"AK",1997-05-17,20,1898,1997,"US"
"AK",1997-05-24,21,1690,1997,"US"
"AK",1997-05-31,22,1298,1997,"US"
"AK",1997-06-07,23,1907,1997,"US"
"AK",1997-06-14,24,2001,1997,"US"
"AK",1997-06-21,25,1537,1997,"US"
"AK",1997-06-28,26,1422,1997,"US"
"AK",1997-07-05,27,1226,1997,"US"
"AK",1997-07-12,28,1508,1997,"US"
"AK",1997-07-19,29,1447,1997,"US"
"AK",1997-07-26,30,1496,1997,"US"
"AK",1997-08-02,31,1346,1997,"US"
"AK",1997-08-09,32,1364,1997,"US"
"AK",1997-08-16,33,1346,1997,"US"
"AK",1997-08-23,34,1346,1997,"US"
"AK",1997-08-30,35,1278,1997,"US"
"AK",1997-09-06,36,1318,1997,"US"
"AK",1997-09-13,37,1536,1997,"US"
"AK",1997-09-20,38,1634,1997,"US"
"AK",1997-09-27,39,1918,1997,"US"
"AK",1997-10-04,40,1890,1997,"US"
"AK",1997-10-11,41,2191,1997,"US"
"AK",1997-10-18,42,1778,1997,"US"
