"state","date","week","iclaimnsa","year","iso2"
"CA",2019-05-11,19,39537,2019,"US"
"CA",2019-05-18,20,37354,2019,"US"
"CA",2019-05-25,21,38188,2019,"US"
"CA",2019-06-01,22,34737,2019,"US"
"CA",2019-06-08,23,41246,2019,"US"
"CA",2019-06-15,24,38687,2019,"US"
"CA",2019-06-22,25,44339,2019,"US"
"CA",2019-06-29,26,42360,2019,"US"
"CA",2019-07-06,27,35133,2019,"US"
"CA",2019-07-13,28,39004,2019,"US"
"CA",2019-07-20,29,39267,2019,"US"
"CA",2019-07-27,30,38378,2019,"US"
"CA",2019-08-03,31,35971,2019,"US"
"CA",2019-08-10,32,41363,2019,"US"
"CA",2019-08-17,33,35378,2019,"US"
"CA",2019-08-24,34,34547,2019,"US"
"CA",2019-08-31,35,34303,2019,"US"
"CA",2019-09-07,36,30728,2019,"US"
"CA",2019-09-14,37,34583,2019,"US"
"CA",2019-09-21,38,35102,2019,"US"
"CA",2019-09-28,39,33187,2019,"US"
"CA",2019-10-05,40,33295,2019,"US"
"CA",2019-10-12,41,40140,2019,"US"
"CA",2019-10-19,42,39156,2019,"US"
"CA",2019-10-26,43,41025,2019,"US"
"CA",2019-11-02,44,39277,2019,"US"
"CA",2019-11-09,45,45761,2019,"US"
"CA",2019-11-16,46,40688,2019,"US"
"CA",2019-11-23,47,49075,2019,"US"
"CA",2019-11-30,48,36410,2019,"US"
"CA",2019-12-07,49,48359,2019,"US"
"CA",2019-12-14,50,47383,2019,"US"
"CA",2019-12-21,51,49868,2019,"US"
"CA",2019-12-28,52,34205,2019,"US"
"CA",2020-01-04,1,36683,2020,"US"
"CA",2020-01-11,2,51896,2020,"US"
"CA",2020-01-18,3,64768,2020,"US"
"CA",2020-01-25,4,45518,2020,"US"
"CA",2020-02-01,5,43336,2020,"US"
"CA",2020-02-08,6,40300,2020,"US"
"CA",2020-02-15,7,43382,2020,"US"
"CA",2020-02-22,8,34937,2020,"US"
"CA",2020-02-29,9,41621,2020,"US"
"CA",2020-03-07,10,43318,2020,"US"
"CA",2020-03-14,11,57552,2020,"US"
"CA",2020-03-21,12,186262,2020,"US"
"CA",2020-03-28,13,1058221,2020,"US"
"CA",2020-04-04,14,918530,2020,"US"
"CA",2020-04-11,15,654990,2020,"US"
"CA",2020-04-18,16,527905,2020,"US"
"CA",2020-04-25,17,325075,2020,"US"
"CA",2020-05-02,18,315893,2020,"US"
"CA",2020-05-09,19,211945,2020,"US"
"CA",2020-05-16,20,243749,2020,"US"
"CA",2020-05-23,21,202728,2020,"US"
"CA",2020-05-30,22,228067,2020,"US"
"CA",2020-06-06,23,255234,2020,"US"
"CA",2020-06-13,24,240665,2020,"US"
"CA",2020-06-20,25,283622,2020,"US"
"CA",2020-06-27,26,276649,2020,"US"
"CA",2020-07-04,27,263995,2020,"US"
"CA",2020-07-11,28,284218,2020,"US"
"CA",2020-07-18,29,288995,2020,"US"
"CA",2020-07-25,30,244105,2020,"US"
"CA",2020-08-01,31,221424,2020,"US"
"CA",2020-08-08,32,202136,2020,"US"
"CA",2020-08-15,33,189907,2020,"US"
"CA",2020-08-22,34,196548,2020,"US"
"CA",2020-08-29,35,219184,2020,"US"
"CA",2020-09-05,36,243054,2020,"US"
"CA",2020-09-12,37,225715,2020,"US"
"CA",2020-09-19,38,225899,2020,"US"
"CA",2020-09-26,39,171092,2020,"US"
"CA",2020-10-03,40,148165,2020,"US"
"CA",2020-10-10,41,175996,2020,"US"
"CA",2020-10-17,42,159807,2020,"US"
"CA",2020-10-24,43,152081,2020,"US"
"CA",2020-10-31,44,152334,2020,"US"
"CA",2020-11-07,45,157657,2020,"US"
"CA",2020-11-14,46,158790,2020,"US"
"CA",2020-11-21,47,168175,2020,"US"
"CA",2020-11-28,48,130355,2020,"US"
"CA",2020-12-05,49,178662,2020,"US"
"CA",2020-12-12,50,204360,2020,"US"
"CA",2020-12-19,51,158652,2020,"US"
"CA",2020-12-26,52,168724,2020,"US"
"CA",2021-01-02,1,160954,2021,"US"
"CA",2021-01-09,2,182550,2021,"US"
"CA",2021-01-16,3,117100,2021,"US"
"CA",2021-01-23,4,58098,2021,"US"
"CA",2021-01-30,5,109101,2021,"US"
"CA",2021-02-06,6,137749,2021,"US"
"CA",2021-02-13,7,139561,2021,"US"
"CA",2021-02-20,8,90364,2021,"US"
"CA",2021-02-27,9,88910,2021,"US"
"CA",2021-03-06,10,106695,2021,"US"
"CA",2021-03-13,11,109264,2021,"US"
"CA",2021-03-20,12,95934,2021,"US"
"CA",2021-03-27,13,106311,2021,"US"
"CA",2021-04-03,14,81263,2021,"US"
"CA",2021-04-10,15,69272,2021,"US"
"CA",2021-04-17,16,72702,2021,"US"
"CA",2021-04-24,17,78359,2021,"US"
"CA",2021-05-01,18,70564,2021,"US"
"CA",2021-05-08,19,69667,2021,"US"
"CA",2021-05-15,20,70183,2021,"US"
"CA",2021-05-22,21,71004,2021,"US"
"CA",2021-05-29,22,71939,2021,"US"
"CA",2021-06-05,23,52741,2021,"US"
"CA",2021-06-12,24,67940,2021,"US"
"CA",2021-06-19,25,63824,2021,"US"
"CA",2021-06-26,26,56195,2021,"US"
"CA",2021-07-03,27,58727,2021,"US"
"CA",2021-07-10,28,56811,2021,"US"
"CA",2021-07-17,29,56358,2021,"US"
"CA",2021-07-24,30,64401,2021,"US"
"CA",2021-07-31,31,62111,2021,"US"
"CA",2021-08-07,32,65399,2021,"US"
"CA",2021-08-14,33,64627,2021,"US"
"CA",2021-08-21,34,63279,2021,"US"
"CA",2021-08-28,35,56285,2021,"US"
"CA",2021-09-04,36,57502,2021,"US"
"CA",2021-09-11,37,51558,2021,"US"
"CA",2021-09-18,38,68771,2021,"US"
"CA",2021-09-25,39,78675,2021,"US"
"CA",2021-10-02,40,63953,2021,"US"
"CA",2021-10-09,41,63099,2021,"US"
"CA",2021-10-16,42,72846,2021,"US"
"CA",2021-10-23,43,59722,2021,"US"
"CA",2021-10-30,44,59235,2021,"US"
"CA",2021-11-06,45,54998,2021,"US"
"CA",2021-11-13,46,59684,2021,"US"
"CA",2021-11-20,47,52442,2021,"US"
"CA",2021-11-27,48,46837,2021,"US"
"CA",2021-12-04,49,55318,2021,"US"
"CA",2021-12-11,50,55874,2021,"US"
"CA",2021-12-18,51,56083,2021,"US"
"CA",2021-12-25,52,48792,2021,"US"
"CA",2022-01-01,1,50121,2022,"US"
"CA",2022-01-08,2,61428,2022,"US"
"CA",2022-01-15,3,62206,2022,"US"
"CA",2022-01-22,4,54144,2022,"US"
"CA",2022-01-29,5,51553,2022,"US"
"CA",2022-02-05,6,47317,2022,"US"
"CA",2022-02-12,7,45692,2022,"US"
"CA",2022-02-19,8,43518,2022,"US"
"CA",2022-02-26,9,38094,2022,"US"
"CA",2022-03-05,10,43553,2022,"US"
"CA",2022-03-12,11,44830,2022,"US"
"CA",2022-03-19,12,39020,2022,"US"
"CA",2022-03-26,13,42261,2022,"US"
"CA",2022-04-02,14,43351,2022,"US"
"CA",2022-04-09,15,46548,2022,"US"
"CA",2022-04-16,16,46242,2022,"US"
"CA",2022-04-23,17,43371,2022,"US"
"CA",2022-04-30,18,40562,2022,"US"
"CA",2022-05-07,19,43618,2022,"US"
"CA",2022-05-14,20,45589,2022,"US"
"CA",2022-05-21,21,39469,2022,"US"
"CA",2022-05-28,22,41388,2022,"US"
"CA",2022-06-04,23,41174,2022,"US"
"CA",2022-06-11,24,45134,2022,"US"
"CA",2022-06-18,25,43950,2022,"US"
"CA",2022-06-25,26,41452,2022,"US"
"CA",2022-07-02,27,44282,2022,"US"
"CA",2022-07-09,28,40458,2022,"US"
"CA",2022-07-16,29,43149,2022,"US"
"CA",2022-07-23,30,40008,2022,"US"
"CA",2022-07-30,31,39632,2022,"US"
"CA",2022-08-06,32,42384,2022,"US"
"CA",2022-08-13,33,39187,2022,"US"
"CA",2022-08-20,34,37043,2022,"US"
"CA",2022-08-27,35,36255,2022,"US"
"CA",2022-09-03,36,36517,2022,"US"
"CA",2022-09-10,37,33465,2022,"US"
"CA",2022-09-17,38,34579,2022,"US"
"CA",2022-09-24,39,34328,2022,"US"
"CA",2022-10-01,40,35571,2022,"US"
"CA",2022-10-08,41,40554,2022,"US"
"CA",2022-10-15,42,37730,2022,"US"
"CO",1985-09-28,39,2975,1985,"US"
"CO",1985-10-05,40,3814,1985,"US"
"CO",1985-10-12,41,4043,1985,"US"
"CO",1985-10-19,42,3529,1985,"US"
"CO",1985-10-26,43,3790,1985,"US"
"CO",1985-11-02,44,3415,1985,"US"
"CO",1985-11-09,45,4114,1985,"US"
"CO",1985-11-16,46,4213,1985,"US"
"CO",1985-11-23,47,6827,1985,"US"
"CO",1985-11-30,48,4547,1985,"US"
"CO",1985-12-07,49,4880,1985,"US"
"CO",1985-12-14,50,4703,1985,"US"
"CO",1985-12-21,51,5400,1985,"US"
"CO",1985-12-28,52,4462,1985,"US"
"CO",1986-01-04,1,0,1986,"US"
"CO",1986-01-11,2,0,1986,"US"
"CO",1986-01-18,3,0,1986,"US"
"CO",1986-01-25,4,4891,1986,"US"
"CO",1986-02-01,5,0,1986,"US"
"CO",1986-02-08,6,0,1986,"US"
"CO",1986-02-15,7,5639,1986,"US"
"CO",1986-02-22,8,5082,1986,"US"
"CO",1986-03-01,9,5758,1986,"US"
"CO",1986-03-08,10,4969,1986,"US"
"CO",1986-03-15,11,4764,1986,"US"
"CO",1986-03-22,12,3413,1986,"US"
"CO",1986-03-29,13,4601,1986,"US"
"CO",1986-04-05,14,3318,1986,"US"
"CO",1986-04-12,15,3724,1986,"US"
"CO",1986-04-19,16,4833,1986,"US"
"CO",1986-04-26,17,4831,1986,"US"
"CO",1986-05-03,18,4200,1986,"US"
"CO",1986-05-10,19,3800,1986,"US"
"CO",1986-05-17,20,3543,1986,"US"
"CO",1986-05-24,21,3558,1986,"US"
"CO",1986-05-31,22,2903,1986,"US"
"CO",1986-06-07,23,3469,1986,"US"
"CO",1986-06-14,24,3542,1986,"US"
"CO",1986-06-21,25,3043,1986,"US"
"CO",1986-06-28,26,3168,1986,"US"
"CO",1986-07-05,27,2795,1986,"US"
"CO",1986-07-12,28,4554,1986,"US"
"CO",1986-07-19,29,3114,1986,"US"
"CO",1986-07-26,30,3308,1986,"US"
"CO",1986-08-02,31,3252,1986,"US"
"CO",1986-08-09,32,2933,1986,"US"
"CO",1986-08-16,33,3207,1986,"US"
"CO",1986-08-23,34,2917,1986,"US"
"CO",1986-08-30,35,4375,1986,"US"
"CO",1986-09-06,36,4183,1986,"US"
"CO",1986-09-13,37,3556,1986,"US"
"CO",1986-09-20,38,3191,1986,"US"
"CO",1986-09-27,39,2897,1986,"US"
"CO",1986-10-04,40,2947,1986,"US"
"CO",1986-10-11,41,4270,1986,"US"
"CO",1986-10-18,42,2823,1986,"US"
"CO",1986-10-25,43,4096,1986,"US"
"CO",1986-11-01,44,3298,1986,"US"
"CO",1986-11-08,45,4502,1986,"US"
"CO",1986-11-15,46,4849,1986,"US"
"CO",1986-11-22,47,4951,1986,"US"
"CO",1986-11-29,48,3174,1986,"US"
"CO",1986-12-06,49,3806,1986,"US"
"CO",1986-12-13,50,5799,1986,"US"
"CO",1986-12-20,51,4420,1986,"US"
"CO",1986-12-27,52,4106,1986,"US"
"CO",1987-01-03,1,3003,1987,"US"
"CO",1987-01-10,2,5871,1987,"US"
"CO",1987-01-17,3,4848,1987,"US"
"CO",1987-01-24,4,4891,1987,"US"
"CO",1987-01-31,5,4150,1987,"US"
"CO",1987-02-07,6,4719,1987,"US"
"CO",1987-02-14,7,4013,1987,"US"
"CO",1987-02-21,8,3894,1987,"US"
"CO",1987-02-28,9,3992,1987,"US"
"CO",1987-03-07,10,3863,1987,"US"
"CO",1987-03-14,11,3499,1987,"US"
"CO",1987-03-21,12,3849,1987,"US"
"CO",1987-03-28,13,3022,1987,"US"
"CO",1987-04-04,14,3777,1987,"US"
"CO",1987-04-11,15,4150,1987,"US"
"CO",1987-04-18,16,3475,1987,"US"
"CO",1987-04-25,17,3625,1987,"US"
"CO",1987-05-02,18,3085,1987,"US"
"CO",1987-05-09,19,4000,1987,"US"
"CO",1987-05-16,20,3652,1987,"US"
"CO",1987-05-23,21,4258,1987,"US"
"CO",1987-05-30,22,3760,1987,"US"
"CO",1987-06-06,23,3271,1987,"US"
"CO",1987-06-13,24,3125,1987,"US"
"CO",1987-06-20,25,2943,1987,"US"
"CO",1987-06-27,26,2464,1987,"US"
"CO",1987-07-04,27,2568,1987,"US"
"CO",1987-07-11,28,3208,1987,"US"
"CO",1987-07-18,29,2837,1987,"US"
"CO",1987-07-25,30,2555,1987,"US"
"CO",1987-08-01,31,2415,1987,"US"
"CO",1987-08-08,32,2603,1987,"US"
"CO",1987-08-15,33,2499,1987,"US"
"CO",1987-08-22,34,2414,1987,"US"
"CO",1987-08-29,35,2804,1987,"US"
"CO",1987-09-05,36,2971,1987,"US"
"CO",1987-09-12,37,2259,1987,"US"
"CO",1987-09-19,38,2629,1987,"US"
"CO",1987-09-26,39,2651,1987,"US"
"CO",1987-10-03,40,2887,1987,"US"
"CO",1987-10-10,41,3474,1987,"US"
"CO",1987-10-17,42,2823,1987,"US"
"CO",1987-10-24,43,2995,1987,"US"
"CO",1987-10-31,44,3027,1987,"US"
"CO",1987-11-07,45,3518,1987,"US"
"CO",1987-11-14,46,3065,1987,"US"
"CO",1987-11-21,47,5085,1987,"US"
"CO",1987-11-28,48,3155,1987,"US"
"CO",1987-12-05,49,4238,1987,"US"
"CO",1987-12-12,50,3628,1987,"US"
"CO",1987-12-19,51,4990,1987,"US"
"CO",1987-12-26,52,4173,1987,"US"
"CO",1988-01-02,1,3194,1988,"US"
"CO",1988-01-09,2,6228,1988,"US"
"CO",1988-01-16,3,5709,1988,"US"
"CO",1988-01-23,4,3884,1988,"US"
"CO",1988-01-30,5,4318,1988,"US"
"CO",1988-02-06,6,4429,1988,"US"
"CO",1988-02-13,7,3720,1988,"US"
"CO",1988-02-20,8,3290,1988,"US"
"CO",1988-02-27,9,3607,1988,"US"
"CO",1988-03-05,10,3280,1988,"US"
"CO",1988-03-12,11,3316,1988,"US"
"CO",1988-03-19,12,2838,1988,"US"
"CO",1988-03-26,13,2985,1988,"US"
"CO",1988-04-02,14,2857,1988,"US"
"CO",1988-04-09,15,3493,1988,"US"
"CO",1988-04-16,16,3630,1988,"US"
"CO",1988-04-23,17,3335,1988,"US"
"CO",1988-04-30,18,2922,1988,"US"
"CO",1988-05-07,19,2977,1988,"US"
"CO",1988-05-14,20,2658,1988,"US"
"CO",1988-05-21,21,2813,1988,"US"
"CO",1988-05-28,22,2672,1988,"US"
"CO",1988-06-04,23,2323,1988,"US"
"CO",1988-06-11,24,2676,1988,"US"
"CO",1988-06-18,25,2361,1988,"US"
"CO",1988-06-25,26,2396,1988,"US"
"CO",1988-07-02,27,2466,1988,"US"
"CO",1988-07-09,28,2456,1988,"US"
"CO",1988-07-16,29,2373,1988,"US"
"CO",1988-07-23,30,2280,1988,"US"
"CO",1988-07-30,31,2256,1988,"US"
"CO",1988-08-06,32,2362,1988,"US"
"CO",1988-08-13,33,2277,1988,"US"
"CO",1988-08-20,34,2219,1988,"US"
"CO",1988-08-27,35,2172,1988,"US"
"CO",1988-09-03,36,2161,1988,"US"
"CO",1988-09-10,37,2249,1988,"US"
"CO",1988-09-17,38,2675,1988,"US"
"CO",1988-09-24,39,2256,1988,"US"
"CO",1988-10-01,40,2222,1988,"US"
"CO",1988-10-08,41,2981,1988,"US"
"CO",1988-10-15,42,2538,1988,"US"
"CO",1988-10-22,43,2774,1988,"US"
"CO",1988-10-29,44,2519,1988,"US"
"CO",1988-11-05,45,3049,1988,"US"
"CO",1988-11-12,46,2885,1988,"US"
"CO",1988-11-19,47,3805,1988,"US"
"CO",1988-11-26,48,2806,1988,"US"
"CO",1988-12-03,49,3154,1988,"US"
"CO",1988-12-10,50,3554,1988,"US"
"CO",1988-12-17,51,3650,1988,"US"
"CO",1988-12-24,52,4289,1988,"US"
"CO",1988-12-31,53,3404,1988,"US"
"CO",1989-01-07,2,4451,1989,"US"
"CO",1989-01-14,3,4807,1989,"US"
"CO",1989-01-21,4,3785,1989,"US"
"CO",1989-01-28,5,3409,1989,"US"
"CO",1989-02-04,6,3627,1989,"US"
"CO",1989-02-11,7,4200,1989,"US"
"CO",1989-02-18,8,3128,1989,"US"
"CO",1989-02-25,9,2481,1989,"US"
"CO",1989-03-04,10,3318,1989,"US"
"CO",1989-03-11,11,2674,1989,"US"
"CO",1989-03-18,12,2515,1989,"US"
"CO",1989-03-25,13,2369,1989,"US"
"CO",1989-04-01,14,2329,1989,"US"
"CO",1989-04-08,15,3238,1989,"US"
"CO",1989-04-15,16,3154,1989,"US"
"CO",1989-04-22,17,2870,1989,"US"
"CO",1989-04-29,18,2578,1989,"US"
"CO",1989-05-06,19,2638,1989,"US"
"CO",1989-05-13,20,2334,1989,"US"
"CO",1989-05-20,21,2982,1989,"US"
"CO",1989-05-27,22,2115,1989,"US"
"CO",1989-06-03,23,2298,1989,"US"
"CO",1989-06-10,24,2629,1989,"US"
"CO",1989-06-17,25,2255,1989,"US"
"CO",1989-06-24,26,1961,1989,"US"
"CO",1989-07-01,27,2178,1989,"US"
"CO",1989-07-08,28,2143,1989,"US"
"CO",1989-07-15,29,2538,1989,"US"
"CO",1989-07-22,30,2172,1989,"US"
"CO",1989-07-29,31,1996,1989,"US"
"CO",1989-08-05,32,2186,1989,"US"
"CO",1989-08-12,33,2077,1989,"US"
"CO",1989-08-19,34,1931,1989,"US"
"CO",1989-08-26,35,1919,1989,"US"
"CO",1989-09-02,36,1948,1989,"US"
"CO",1989-09-09,37,5637,1989,"US"
"CO",1989-09-16,38,2398,1989,"US"
"CO",1989-09-23,39,1778,1989,"US"
"CO",1989-09-30,40,1982,1989,"US"
"CO",1989-10-07,41,2860,1989,"US"
"CO",1989-10-14,42,2320,1989,"US"
"CO",1989-10-21,43,2882,1989,"US"
"CO",1989-10-28,44,2230,1989,"US"
"CO",1989-11-04,45,2605,1989,"US"
"CO",1989-11-11,46,2479,1989,"US"
"CO",1989-11-18,47,2847,1989,"US"
"CO",1989-11-25,48,2640,1989,"US"
"CO",1989-12-02,49,2806,1989,"US"
"CO",1989-12-09,50,3217,1989,"US"
"CO",1989-12-16,51,3204,1989,"US"
"CO",1989-12-23,52,4588,1989,"US"
"CO",1989-12-30,53,2511,1989,"US"
"CO",1990-01-06,1,3307,1990,"US"
"CO",1990-01-13,2,4493,1990,"US"
"CO",1990-01-20,3,3153,1990,"US"
"CO",1990-01-27,4,3730,1990,"US"
"CO",1990-02-03,5,3117,1990,"US"
"CO",1990-02-10,6,3094,1990,"US"
"CO",1990-02-17,7,3098,1990,"US"
"CO",1990-02-24,8,2453,1990,"US"
"CO",1990-03-03,9,2971,1990,"US"
"CO",1990-03-10,10,2989,1990,"US"
"CO",1990-03-17,11,2552,1990,"US"
"CO",1990-03-24,12,2554,1990,"US"
"CO",1990-03-31,13,2173,1990,"US"
"CO",1990-04-07,14,3096,1990,"US"
"CO",1990-04-14,15,2835,1990,"US"
"CO",1990-04-21,16,3146,1990,"US"
"CO",1990-04-28,17,2590,1990,"US"
"CO",1990-05-05,18,2878,1990,"US"
"CO",1990-05-12,19,2431,1990,"US"
"CO",1990-05-19,20,2203,1990,"US"
"CO",1990-05-26,21,2395,1990,"US"
"CO",1990-06-02,22,2091,1990,"US"
"CO",1990-06-09,23,2491,1990,"US"
"CO",1990-06-16,24,2165,1990,"US"
"CO",1990-06-23,25,1986,1990,"US"
"CO",1990-06-30,26,2023,1990,"US"
"CO",1990-07-07,27,2352,1990,"US"
"CO",1990-07-14,28,2347,1990,"US"
"CO",1990-07-21,29,2250,1990,"US"
"CO",1990-07-28,30,2002,1990,"US"
"CO",1990-08-04,31,2026,1990,"US"
"CO",1990-08-11,32,1970,1990,"US"
"CO",1990-08-18,33,1822,1990,"US"
"CO",1990-08-25,34,2017,1990,"US"
"CO",1990-09-01,35,2035,1990,"US"
"CO",1990-09-08,36,2073,1990,"US"
"CO",1990-09-15,37,2207,1990,"US"
"CO",1990-09-22,38,1909,1990,"US"
"CO",1990-09-29,39,1956,1990,"US"
"CO",1990-10-06,40,2687,1990,"US"
"CO",1990-10-13,41,2418,1990,"US"
"CO",1990-10-20,42,2548,1990,"US"
"CO",1990-10-27,43,2426,1990,"US"
"CO",1990-11-03,44,2868,1990,"US"
"CO",1990-11-10,45,3691,1990,"US"
"CO",1990-11-17,46,2356,1990,"US"
"CO",1990-11-24,47,2708,1990,"US"
"CO",1990-12-01,48,3006,1990,"US"
"CO",1990-12-08,49,3243,1990,"US"
"CO",1990-12-15,50,3182,1990,"US"
"CO",1990-12-22,51,5104,1990,"US"
"CO",1990-12-29,52,4296,1990,"US"
"CO",1991-01-05,1,3333,1991,"US"
"CO",1991-01-12,2,4942,1991,"US"
"CO",1991-01-19,3,4170,1991,"US"
"CO",1991-01-26,4,3887,1991,"US"
"CO",1991-02-02,5,4251,1991,"US"
"CO",1991-02-09,6,3656,1991,"US"
"CO",1991-02-16,7,3274,1991,"US"
"CO",1991-02-23,8,2848,1991,"US"
"CO",1991-03-02,9,3180,1991,"US"
"CO",1991-03-09,10,3092,1991,"US"
"CO",1991-03-16,11,2704,1991,"US"
"CO",1991-03-23,12,2801,1991,"US"
"CO",1991-03-30,13,2658,1991,"US"
"CO",1991-04-06,14,2978,1991,"US"
"CO",1991-04-13,15,3174,1991,"US"
"CO",1991-04-20,16,4831,1991,"US"
"CO",1991-04-27,17,3334,1991,"US"
"CO",1991-05-04,18,3539,1991,"US"
"CO",1991-05-11,19,3095,1991,"US"
"CO",1991-05-18,20,2804,1991,"US"
"CO",1991-05-25,21,2864,1991,"US"
"CO",1991-06-01,22,2448,1991,"US"
"CO",1991-06-08,23,2989,1991,"US"
"CO",1991-06-15,24,2741,1991,"US"
"CO",1991-06-22,25,2599,1991,"US"
"CO",1991-06-29,26,2864,1991,"US"
"CO",1991-07-06,27,2622,1991,"US"
"CO",1991-07-13,28,3016,1991,"US"
"CO",1991-07-20,29,2837,1991,"US"
"CO",1991-07-27,30,2509,1991,"US"
"CO",1991-08-03,31,2626,1991,"US"
"CO",1991-08-10,32,2782,1991,"US"
"CO",1991-08-17,33,2473,1991,"US"
"CO",1991-08-24,34,2387,1991,"US"
"CO",1991-08-31,35,2492,1991,"US"
"CO",1991-09-07,36,2491,1991,"US"
"CO",1991-09-14,37,2669,1991,"US"
"CO",1991-09-21,38,2596,1991,"US"
"CO",1991-09-28,39,2441,1991,"US"
"CO",1991-10-05,40,3152,1991,"US"
"CO",1991-10-12,41,3207,1991,"US"
"CO",1991-10-19,42,2777,1991,"US"
"CO",1991-10-26,43,3016,1991,"US"
"CO",1991-11-02,44,4860,1991,"US"
"CO",1991-11-09,45,3798,1991,"US"
"CO",1991-11-16,46,2953,1991,"US"
"CO",1991-11-23,47,4256,1991,"US"
"CO",1991-11-30,48,3485,1991,"US"
"CO",1991-12-07,49,4229,1991,"US"
"CO",1991-12-14,50,3801,1991,"US"
"CO",1991-12-21,51,3930,1991,"US"
"CO",1991-12-28,52,3395,1991,"US"
"CO",1992-01-04,1,2595,1992,"US"
"CO",1992-01-11,2,5515,1992,"US"
"CO",1992-01-18,3,5698,1992,"US"
"CO",1992-01-25,4,3416,1992,"US"
"CO",1992-02-01,5,3572,1992,"US"
"CO",1992-02-08,6,3522,1992,"US"
"CO",1992-02-15,7,3731,1992,"US"
"CO",1992-02-22,8,3279,1992,"US"
"CO",1992-02-29,9,3463,1992,"US"
"CO",1992-03-07,10,3820,1992,"US"
"CO",1992-03-14,11,3635,1992,"US"
"CO",1992-03-21,12,2918,1992,"US"
"CO",1992-03-28,13,2599,1992,"US"
"CO",1992-04-04,14,3085,1992,"US"
"CO",1992-04-11,15,3325,1992,"US"
"CO",1992-04-18,16,3294,1992,"US"
"CO",1992-04-25,17,3492,1992,"US"
"CO",1992-05-02,18,2892,1992,"US"
"CO",1992-05-09,19,2824,1992,"US"
"CO",1992-05-16,20,2480,1992,"US"
"CO",1992-05-23,21,2571,1992,"US"
"CO",1992-05-30,22,2577,1992,"US"
"CO",1992-06-06,23,3239,1992,"US"
"CO",1992-06-13,24,2768,1992,"US"
"CO",1992-06-20,25,2472,1992,"US"
"CO",1992-06-27,26,2518,1992,"US"
"CO",1992-07-04,27,2562,1992,"US"
"CO",1992-07-11,28,3288,1992,"US"
"CO",1992-07-18,29,2650,1992,"US"
"CO",1992-07-25,30,2550,1992,"US"
"CO",1992-08-01,31,2300,1992,"US"
"CO",1992-08-08,32,2559,1992,"US"
"CO",1992-08-15,33,2429,1992,"US"
"CO",1992-08-22,34,2392,1992,"US"
"CO",1992-08-29,35,2433,1992,"US"
"CO",1992-09-05,36,2618,1992,"US"
"CO",1992-09-12,37,2152,1992,"US"
"CO",1992-09-19,38,2393,1992,"US"
"CO",1992-09-26,39,2262,1992,"US"
"CO",1992-10-03,40,3010,1992,"US"
"CO",1992-10-10,41,3282,1992,"US"
"CO",1992-10-17,42,2440,1992,"US"
"CO",1992-10-24,43,2839,1992,"US"
"CO",1992-10-31,44,2859,1992,"US"
"CO",1992-11-07,45,4103,1992,"US"
"CO",1992-11-14,46,2931,1992,"US"
"CO",1992-11-21,47,3218,1992,"US"
"CO",1992-11-28,48,5114,1992,"US"
"CO",1992-12-05,49,4351,1992,"US"
"CO",1992-12-12,50,3330,1992,"US"
"CO",1992-12-19,51,3785,1992,"US"
"CO",1992-12-26,52,3219,1992,"US"
"CO",1993-01-02,1,2829,1993,"US"
"CO",1993-01-09,2,6171,1993,"US"
"CO",1993-01-16,3,4697,1993,"US"
"CO",1993-01-23,4,3303,1993,"US"
"CO",1993-01-30,5,3300,1993,"US"
"CO",1993-02-06,6,3702,1993,"US"
"CO",1993-02-13,7,3276,1993,"US"
"CO",1993-02-20,8,3341,1993,"US"
"CO",1993-02-27,9,2951,1993,"US"
"CO",1993-03-06,10,3024,1993,"US"
"CO",1993-03-13,11,2755,1993,"US"
"CO",1993-03-20,12,2893,1993,"US"
"CO",1993-03-27,13,2139,1993,"US"
"CO",1993-04-03,14,2898,1993,"US"
"CO",1993-04-10,15,3131,1993,"US"
"CO",1993-04-17,16,3544,1993,"US"
"CO",1993-04-24,17,3067,1993,"US"
"CO",1993-05-01,18,2655,1993,"US"
"CO",1993-05-08,19,2701,1993,"US"
"CO",1993-05-15,20,2288,1993,"US"
"CO",1993-05-22,21,2209,1993,"US"
"CO",1993-05-29,22,2279,1993,"US"
"CO",1993-06-05,23,2407,1993,"US"
"CO",1993-06-12,24,2273,1993,"US"
"CO",1993-06-19,25,2168,1993,"US"
"CO",1993-06-26,26,2093,1993,"US"
"CO",1993-07-03,27,2536,1993,"US"
"CO",1993-07-10,28,2141,1993,"US"
"CO",1993-07-17,29,2330,1993,"US"
"CO",1993-07-24,30,2031,1993,"US"
"CO",1993-07-31,31,1966,1993,"US"
"CO",1993-08-07,32,2111,1993,"US"
"CO",1993-08-14,33,2138,1993,"US"
"CO",1993-08-21,34,2089,1993,"US"
"CO",1993-08-28,35,2157,1993,"US"
"CO",1993-09-04,36,2117,1993,"US"
"CO",1993-09-11,37,2140,1993,"US"
"CO",1993-09-18,38,2370,1993,"US"
"CO",1993-09-25,39,2319,1993,"US"
"CO",1993-10-02,40,2818,1993,"US"
"CO",1993-10-09,41,3067,1993,"US"
"CO",1993-10-16,42,2744,1993,"US"
"CO",1993-10-23,43,3097,1993,"US"
"CO",1993-10-30,44,3013,1993,"US"
"CO",1993-11-06,45,3551,1993,"US"
"CO",1993-11-13,46,2692,1993,"US"
"CO",1993-11-20,47,3932,1993,"US"
"CO",1993-11-27,48,3261,1993,"US"
