"tm","regex_mrp","bert990_mrp","regex_uw","bert990_uw","iclaimnsa","iclaimnsa_raw"
199343,NA,NA,NA,NA,1.95204123761414,1.95204123761414
199344,NA,NA,NA,NA,1.87827253740043,1.87827253740043
199345,NA,NA,NA,NA,2.21779677482028,2.21779677482028
199346,NA,NA,NA,NA,1.88492689916456,1.88492689916456
199347,NA,NA,NA,NA,2.29463158150379,2.29463158150379
199348,NA,NA,NA,NA,1.86266271614533,1.86266271614533
199349,NA,NA,NA,NA,2.61809063532155,2.61809063532155
199350,NA,NA,NA,NA,2.41985622692831,2.41985622692831
199351,NA,NA,NA,NA,2.32285190402176,2.32285190402176
199352,NA,NA,NA,NA,2.41696619389936,2.41696619389936
199401,NA,NA,NA,NA,2.92485306974937,2.92485306974937
199402,NA,NA,NA,NA,4.1047940547892,4.1047940547892
199403,NA,NA,NA,NA,3.47177967748203,3.47177967748203
199404,NA,NA,NA,NA,2.59599038274723,2.59599038274723
199405,NA,NA,NA,NA,2.92317126481446,2.92317126481446
199406,NA,NA,NA,NA,2.60952982319798,2.60952982319798
199407,NA,NA,NA,NA,2.34113318437925,2.34113318437925
199408,NA,NA,NA,NA,2.23811200699437,2.23811200699437
199409,NA,NA,NA,NA,1.86512774431708,1.86512774431708
199410,NA,NA,NA,NA,2.15689965028172,2.15689965028172
199411,NA,NA,NA,NA,2.00980546920536,2.00980546920536
199412,NA,NA,NA,NA,1.8702520885953,1.8702520885953
199413,NA,NA,NA,NA,1.77689066446474,1.77689066446474
199414,NA,NA,NA,NA,1.75849402564601,1.75849402564601
199415,NA,NA,NA,NA,2.19392364484166,2.19392364484166
199416,NA,NA,NA,NA,1.98638770157373,1.98638770157373
199417,NA,NA,NA,NA,1.81307072080824,1.81307072080824
199418,NA,NA,NA,NA,1.73545876238586,1.73545876238586
199419,NA,NA,NA,NA,2.01825092286769,2.01825092286769
199420,NA,NA,NA,NA,1.84081746648533,1.84081746648533
199421,NA,NA,NA,NA,1.81734505537206,1.81734505537206
199422,NA,NA,NA,NA,1.77164489022732,1.77164489022732
199423,NA,NA,NA,NA,1.66267364484166,1.66267364484166
199424,NA,NA,NA,NA,1.87629322906548,1.87629322906548
199425,NA,NA,NA,NA,1.81050854866913,1.81050854866913
199426,NA,NA,NA,NA,1.85704658053235,1.85704658053235
199427,NA,NA,NA,NA,1.98697056537789,1.98697056537789
199428,NA,NA,NA,NA,2.39476879735768,2.39476879735768
199429,NA,NA,NA,NA,2.69391150184574,2.69391150184574
199430,NA,NA,NA,NA,2.15231566932193,2.15231566932193
199431,NA,NA,NA,NA,1.79703589469594,1.79703589469594
199432,NA,NA,NA,NA,1.84793933359238,1.84793933359238
199433,NA,NA,NA,NA,1.68553283466097,1.68553283466097
199434,NA,NA,NA,NA,1.59152783174665,1.59152783174665
199435,NA,NA,NA,NA,1.56219035360404,1.56219035360404
199436,NA,NA,NA,NA,1.64271055954925,1.64271055954925
199437,NA,NA,NA,NA,1.44213862444142,1.44213862444142
199438,NA,NA,NA,NA,1.60623299980571,1.60623299980571
199439,NA,NA,NA,NA,1.5251056440645,1.5251056440645
199440,NA,NA,NA,NA,1.55180202059452,1.55180202059452
199441,NA,NA,NA,NA,1.9581916650476,1.9581916650476
199442,NA,NA,NA,NA,1.65595249659996,1.65595249659996
199443,NA,NA,NA,NA,1.80108558383524,1.80108558383524
199444,NA,NA,NA,NA,1.77018773071692,1.77018773071692
199445,NA,NA,NA,NA,2.05557242082767,2.05557242082767
199446,NA,NA,NA,NA,1.80948853701185,1.80948853701185
199447,NA,NA,NA,NA,2.22653366038469,2.22653366038469
199448,NA,NA,NA,NA,1.79551802020595,1.79551802020595
199449,NA,NA,NA,NA,2.50646007382942,2.50646007382942
199450,NA,NA,NA,NA,2.41182970662522,2.41182970662522
199451,NA,NA,NA,NA,2.28415824752283,2.28415824752283
199452,NA,NA,NA,NA,2.57059330678065,2.57059330678065
199453,NA,NA,NA,NA,2.93092456770935,2.93092456770935
199502,NA,NA,NA,NA,3.7196910821838,3.7196910821838
199503,NA,NA,NA,NA,3.69676510588692,3.69676510588692
